id,date,employee,action,frame_0,frame_50,frame_150,frame_250,bbox_0,bbox_1,bbox_2,bbox_3,average_persons_cnt,door_state_before,door_state_after,frame_0_door,frame_50_door,frame_150_door,frame_250_door
1533,2022-05-24 13:38:57,5,4.0,actions\action_1533_0.jpg,actions\action_1533_50.jpg,actions\action_1533_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1534,2022-05-24 13:39:09,6,15.0,actions\action_1534_0.jpg,actions\action_1534_50.jpg,actions\action_1534_150.jpg,actions\action_1534_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1535,2022-05-24 13:39:25,6,5.0,actions\action_1535_0.jpg,actions\action_1535_50.jpg,actions\action_1535_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1536,2022-05-24 13:43:27,10,15.0,actions\action_1536_0.jpg,actions\action_1536_50.jpg,,actions\action_1535_250.jpg,"[1711.5618896484375, 428.0473327636719, 1760.8509521484375, 612.6619262695312]","[1667.955078125, 437.64776611328125, 1716.584716796875, 587.4823608398438]","[-1, -1, -1, -1]","[1700.74658203125, 443.1406555175781, 1749.188720703125, 591.169677734375]",0.75,1,1,1,1,-1,1
1537,2022-05-24 13:43:28,10,15.0,actions\action_1537_0.jpg,actions\action_1537_50.jpg,actions\action_1537_150.jpg,actions\action_1537_250.jpg,"[1673.387939453125, 453.1947021484375, 1729.05419921875, 598.1224365234375]","[1669.3330078125, 446.341796875, 1711.001220703125, 584.56494140625]","[1666.07568359375, 444.1653747558594, 1708.698486328125, 583.331298828125]","[1667.9732666015625, 444.9045715332031, 1711.3406982421875, 585.72900390625]",1.5,1,1,1,1,1,1
1538,2022-05-24 13:44:02,10,4.0,actions\action_1538_0.jpg,actions\action_1538_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,-1
1539,2022-05-24 13:44:03,10,4.0,actions\action_1539_0.jpg,actions\action_1539_50.jpg,actions\action_1539_150.jpg,actions\action_1538_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1540,2022-05-24 13:46:24,10,14.0,actions\action_1540_0.jpg,actions\action_1540_50.jpg,,actions\action_1539_250.jpg,"[1616.9649658203125, 432.0198974609375, 1671.1329345703125, 583.8963012695312]","[1634.5030517578125, 437.0235290527344, 1681.8941650390625, 587.6337890625]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.5,1,1,1,1,-1,1
1541,2022-05-24 13:46:28,10,5.0,actions\action_1541_0.jpg,actions\action_1541_50.jpg,actions\action_1541_150.jpg,actions\action_1540_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1542,2022-05-24 13:47:50,10,15.0,actions\action_1542_0.jpg,actions\action_1542_50.jpg,actions\action_1542_150.jpg,actions\action_1541_250.jpg,"[1694.994140625, 446.213134765625, 1742.18505859375, 596.4423828125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1666.25927734375, 457.4057312011719, 1718.804443359375, 590.279541015625]",0.5,1,1,1,1,1,1
1543,2022-05-24 13:47:58,10,4.0,actions\action_1543_0.jpg,actions\action_1543_50.jpg,actions\action_1543_150.jpg,actions\action_1542_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1544,2022-05-24 13:48:33,2,14.0,actions\action_1544_0.jpg,actions\action_1544_50.jpg,actions\action_1544_150.jpg,actions\action_1543_250.jpg,"[1622.6424560546875, 460.3040771484375, 1671.6959228515625, 593.396728515625]","[1624.1129150390625, 461.6927490234375, 1669.5535888671875, 583.1470947265625]","[1647.5283203125, 466.4473571777344, 1683.71728515625, 589.8917236328125]","[1621.3033447265625, 456.6449279785156, 1670.4473876953125, 592.697265625]",1.0,1,1,1,1,1,1
1545,2022-05-24 13:48:44,2,5.0,actions\action_1545_0.jpg,actions\action_1545_50.jpg,actions\action_1545_150.jpg,actions\action_1544_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1546,2022-05-24 13:51:34,10,14.0,actions\action_1546_0.jpg,actions\action_1546_50.jpg,actions\action_1546_150.jpg,actions\action_1546_250.jpg,"[-1, -1, -1, -1]","[1646.1580810546875, 451.96539306640625, 1689.2987060546875, 581.5186157226562]","[1640.156494140625, 476.1703186035156, 1701.4404296875, 693.04296875]","[1555.610107421875, 540.971923828125, 1655.0263671875, 848.579833984375]",0.75,1,1,1,1,1,1
1547,2022-05-24 13:51:50,10,2.0,actions\action_1547_0.jpg,actions\action_1547_50.jpg,actions\action_1547_150.jpg,actions\action_1547_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1548,2022-05-24 13:52:03,10,12.0,actions\action_1548_0.jpg,actions\action_1548_50.jpg,actions\action_1548_150.jpg,actions\action_1548_250.jpg,"[1253.569580078125, 661.59814453125, 1408.645751953125, 1237.58056640625]","[1142.36669921875, 647.8740234375, 1378.970458984375, 1218.449462890625]","[1529.3870849609375, 563.4049072265625, 1646.9581298828125, 945.433349609375]","[1586.49853515625, 486.8214111328125, 1652.448486328125, 728.6353759765625]",1.0,0,1,0,1,1,1
1549,2022-05-24 13:52:22,10,4.0,actions\action_1549_0.jpg,actions\action_1549_50.jpg,actions\action_1549_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1550,2022-05-24 13:56:17,6,15.0,actions\action_1550_0.jpg,actions\action_1550_50.jpg,actions\action_1550_150.jpg,actions\action_1550_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1551,2022-05-24 13:56:33,6,5.0,actions\action_1551_0.jpg,actions\action_1551_50.jpg,actions\action_1551_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1552,2022-05-24 13:59:59,0,14.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1553,2022-05-24 14:00:00,5,14.0,actions\action_1553_0.jpg,actions\action_1553_50.jpg,,actions\action_1551_250.jpg,"[1621.997314453125, 432.80120849609375, 1688.2890625, 591.2794799804688]","[1621.7406005859375, 428.3683166503906, 1676.5343017578125, 588.7993774414062]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.5,1,1,1,1,-1,1
1554,2022-05-24 14:00:04,0,5.0,actions\action_1554_0.jpg,actions\action_1554_50.jpg,actions\action_1553_150.jpg,nan,"[1668.4708251953125, 438.5035095214844, 1708.7850341796875, 585.3024291992188]","[-1, -1, -1, -1]","[1703.71044921875, 426.5862731933594, 1752.916259765625, 607.8915405273438]","[-1, -1, -1, -1]",0.5,1,1,1,1,1,-1
1555,2022-05-24 14:00:06,5,5.0,actions\action_1555_0.jpg,actions\action_1555_50.jpg,actions\action_1555_150.jpg,actions\action_1553_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1556,2022-05-24 14:11:45,10,14.0,actions\action_1556_0.jpg,actions\action_1556_50.jpg,actions\action_1556_150.jpg,actions\action_1555_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1620.342529296875, 435.1015319824219, 1679.53955078125, 584.7587890625]",0.25,1,1,1,1,1,1
1557,2022-05-24 14:11:50,10,4.0,actions\action_1557_0.jpg,actions\action_1557_50.jpg,actions\action_1557_150.jpg,actions\action_1556_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1558,2022-05-24 14:13:03,10,14.0,actions\action_1558_0.jpg,actions\action_1558_50.jpg,actions\action_1558_150.jpg,actions\action_1557_250.jpg,"[-1, -1, -1, -1]","[1644.7503662109375, 445.662109375, 1688.8502197265625, 586.4271240234375]","[1640.522705078125, 464.18328857421875, 1699.999755859375, 667.4364624023438]","[-1, -1, -1, -1]",0.5,1,1,1,1,1,1
1559,2022-05-24 14:13:13,10,3.0,actions\action_1559_0.jpg,actions\action_1559_50.jpg,actions\action_1559_150.jpg,actions\action_1559_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1560,2022-05-24 14:14:18,10,13.0,actions\action_1560_0.jpg,actions\action_1560_50.jpg,actions\action_1560_150.jpg,nan,"[1539.3812255859375, 474.9100341796875, 1607.5137939453125, 729.1173095703125]","[1576.1737060546875, 474.775390625, 1648.8192138671875, 702.682373046875]","[1663.049072265625, 458.9360046386719, 1717.674072265625, 626.244140625]","[-1, -1, -1, -1]",0.75,1,1,1,1,1,-1
1561,2022-05-24 14:14:27,10,5.0,actions\action_1561_0.jpg,actions\action_1561_50.jpg,,actions\action_1560_250.jpg,"[-1, -1, -1, -1]","[1695.5537109375, 442.1964111328125, 1744.963623046875, 599.326904296875]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,1,1,1,-1,1
1562,2022-05-24 14:14:30,10,15.0,actions\action_1562_0.jpg,actions\action_1562_50.jpg,actions\action_1562_150.jpg,actions\action_1562_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1563,2022-05-24 14:15:30,10,4.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1564,2022-05-24 14:15:49,10,14.0,actions\action_1564_0.jpg,actions\action_1564_50.jpg,,nan,"[-1, -1, -1, -1]","[1625.7125244140625, 424.176025390625, 1670.2611083984375, 583.2147216796875]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,1,1,1,-1,-1
1565,2022-05-24 14:15:53,10,5.0,actions\action_1565_0.jpg,actions\action_1565_50.jpg,actions\action_1565_150.jpg,actions\action_1565_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1566,2022-05-24 14:23:54,1,14.0,actions\action_1566_0.jpg,actions\action_1566_50.jpg,actions\action_1566_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1567,2022-05-24 14:24:00,1,5.0,actions\action_1567_0.jpg,actions\action_1567_50.jpg,actions\action_1567_150.jpg,actions\action_1566_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1568,2022-05-24 14:24:09,6,15.0,actions\action_1568_0.jpg,actions\action_1568_50.jpg,actions\action_1568_150.jpg,actions\action_1567_250.jpg,"[-1, -1, -1, -1]","[1670.7578125, 482.3677673339844, 1719.92333984375, 619.5430297851562]","[1628.9598388671875, 508.0632019042969, 1684.1551513671875, 693.0632934570312]","[1663.063232421875, 486.48809814453125, 1710.804931640625, 623.1869506835938]",0.75,1,1,1,1,1,1
1569,2022-05-24 14:24:18,6,3.0,actions\action_1569_0.jpg,actions\action_1569_50.jpg,actions\action_1569_150.jpg,actions\action_1569_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1570,2022-05-24 14:25:47,1,15.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1571,2022-05-24 14:25:49,1,4.0,actions\action_1571_0.jpg,actions\action_1571_50.jpg,actions\action_1571_150.jpg,actions\action_1571_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1572,2022-05-24 14:26:04,6,13.0,actions\action_1572_0.jpg,actions\action_1572_50.jpg,actions\action_1572_150.jpg,actions\action_1572_250.jpg,"[-1, -1, -1, -1]","[1568.5089111328125, 554.5774536132812, 1638.1890869140625, 790.1903686523438]","[1514.8189697265625, 729.226318359375, 1606.9256591796875, 1008.33935546875]","[1210.0294189453125, 745.99853515625, 1334.2769775390625, 1176.7679443359375]",0.75,1,0,1,1,1,0
1573,2022-05-24 14:26:35,6,4.0,actions\action_1573_0.jpg,actions\action_1573_50.jpg,actions\action_1573_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1574,2022-05-24 14:27:59,6,14.0,actions\action_1574_0.jpg,actions\action_1574_50.jpg,actions\action_1574_150.jpg,actions\action_1573_250.jpg,"[1620.2740478515625, 442.42425537109375, 1673.7247314453125, 585.6028442382812]","[1627.6129150390625, 447.0815734863281, 1672.6688232421875, 585.9563598632812]","[1660.9215087890625, 463.7603454589844, 1694.1234130859375, 576.5790405273438]","[1628.2818603515625, 446.7188720703125, 1680.1405029296875, 587.0880126953125]",1.0,1,1,1,1,1,1
1575,2022-05-24 14:28:06,6,5.0,actions\action_1575_0.jpg,actions\action_1575_50.jpg,actions\action_1575_150.jpg,actions\action_1574_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1576,2022-05-24 14:32:30,5,15.0,actions\action_1576_0.jpg,actions\action_1576_50.jpg,actions\action_1576_150.jpg,actions\action_1575_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1698.00927734375, 445.389892578125, 1738.164306640625, 596.370849609375]",0.25,1,1,1,1,1,1
1577,2022-05-24 14:32:36,5,4.0,actions\action_1577_0.jpg,actions\action_1577_50.jpg,actions\action_1577_150.jpg,actions\action_1576_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1578,2022-05-24 14:35:25,5,14.0,actions\action_1578_0.jpg,actions\action_1578_50.jpg,,actions\action_1577_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,1
1579,2022-05-24 14:35:27,5,4.0,actions\action_1579_0.jpg,actions\action_1579_50.jpg,actions\action_1578_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1580,2022-05-24 14:35:32,5,14.0,actions\action_1580_0.jpg,actions\action_1580_50.jpg,actions\action_1580_150.jpg,actions\action_1580_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1670.46435546875, 451.5896301269531, 1723.231689453125, 627.1126708984375]","[1621.448486328125, 479.253173828125, 1687.957275390625, 709.5291748046875]",0.5,1,1,1,1,1,1
1581,2022-05-24 14:35:51,5,2.0,actions\action_1581_0.jpg,actions\action_1581_50.jpg,actions\action_1581_150.jpg,actions\action_1581_250.jpg,"[1227.412109375, 659.1004028320312, 1365.4150390625, 1183.450439453125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,0,1,0,0,1,1
1582,2022-05-24 14:49:25,6,15.0,actions\action_1582_0.jpg,actions\action_1582_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,-1
1583,2022-05-24 14:49:27,6,4.0,actions\action_1583_0.jpg,actions\action_1583_50.jpg,actions\action_1583_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1584,2022-05-24 14:49:36,6,14.0,actions\action_1584_0.jpg,actions\action_1584_50.jpg,actions\action_1584_150.jpg,actions\action_1584_250.jpg,"[1621.849365234375, 450.5816345214844, 1668.6630859375, 584.9197998046875]","[-1, -1, -1, -1]","[1648.853271484375, 487.0358581542969, 1697.018310546875, 648.85302734375]","[1556.06201171875, 506.23748779296875, 1622.488037109375, 720.2990112304688]",0.75,1,1,1,1,1,1
1585,2022-05-24 14:49:49,6,3.0,actions\action_1585_0.jpg,actions\action_1585_50.jpg,actions\action_1585_150.jpg,actions\action_1585_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1586,2022-05-24 14:50:43,6,13.0,actions\action_1586_0.jpg,actions\action_1586_50.jpg,actions\action_1586_150.jpg,actions\action_1586_250.jpg,"[1537.673828125, 507.0360107421875, 1609.758056640625, 726.7396240234375]","[1585.2099609375, 520.5806884765625, 1645.427734375, 705.455322265625]","[1653.935546875, 484.9424133300781, 1691.671630859375, 629.6138305664062]","[1630.445068359375, 454.4873352050781, 1673.86865234375, 590.22314453125]",1.0,1,1,1,1,1,1
1587,2022-05-24 14:50:55,6,4.0,actions\action_1587_0.jpg,actions\action_1587_50.jpg,actions\action_1587_150.jpg,actions\action_1587_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1588,2022-05-24 14:52:30,10,15.0,actions\action_1588_0.jpg,actions\action_1588_50.jpg,,nan,"[1652.797119140625, 463.3069152832031, 1690.281982421875, 580.5020751953125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,1,1,1,-1,-1
1589,2022-05-24 14:52:35,10,4.0,actions\action_1589_0.jpg,actions\action_1589_50.jpg,actions\action_1589_150.jpg,actions\action_1588_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1590,2022-05-24 15:06:14,10,14.0,actions\action_1590_0.jpg,actions\action_1590_50.jpg,actions\action_1590_150.jpg,actions\action_1589_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1625.0516357421875, 439.2201843261719, 1671.3580322265625, 589.294921875]",0.25,1,1,1,1,1,1
1591,2022-05-24 15:06:22,10,5.0,actions\action_1591_0.jpg,actions\action_1591_50.jpg,actions\action_1591_150.jpg,actions\action_1590_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1592,2022-05-24 15:09:25,6,14.0,actions\action_1592_0.jpg,actions\action_1592_50.jpg,actions\action_1592_150.jpg,actions\action_1592_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1653.421875, 467.33709716796875, 1697.87939453125, 616.3836059570312]","[1633.430419921875, 500.72064208984375, 1691.263916015625, 678.2349243164062]",0.5,1,1,1,1,1,1
1593,2022-05-24 15:09:46,6,2.0,actions\action_1593_0.jpg,actions\action_1593_50.jpg,actions\action_1593_150.jpg,actions\action_1593_250.jpg,"[1200.4141845703125, 731.6964721679688, 1320.5240478515625, 1186.8310546875]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,0,1,0,1,0
1594,2022-05-24 15:10:11,6,12.0,actions\action_1594_0.jpg,actions\action_1594_50.jpg,actions\action_1594_150.jpg,actions\action_1594_250.jpg,"[1192.023193359375, 765.238037109375, 1278.037109375, 1295.09619140625]","[1218.504150390625, 797.98974609375, 1296.690673828125, 1250.89404296875]","[1217.8668212890625, 780.8034057617188, 1366.6627197265625, 1265.49267578125]","[1299.1103515625, 712.8489379882812, 1423.00927734375, 1122.6806640625]",1.0,0,1,0,0,0,1
1595,2022-05-24 15:10:34,6,3.0,actions\action_1595_0.jpg,actions\action_1595_50.jpg,actions\action_1595_150.jpg,actions\action_1595_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1596,2022-05-24 15:11:08,6,13.0,actions\action_1596_0.jpg,actions\action_1596_50.jpg,actions\action_1596_150.jpg,actions\action_1596_250.jpg,"[-1, -1, -1, -1]","[1578.397705078125, 510.0928039550781, 1634.502685546875, 709.8311767578125]","[1645.2032470703125, 484.36126708984375, 1687.7598876953125, 623.2488403320312]","[1675.2845458984375, 466.655029296875, 1717.8194580078125, 582.8104248046875]",0.75,1,1,1,1,1,1
1597,2022-05-24 15:11:23,6,5.0,actions\action_1597_0.jpg,actions\action_1597_50.jpg,actions\action_1597_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1598,2022-05-24 15:14:16,5,12.0,actions\action_1598_0.jpg,actions\action_1598_50.jpg,actions\action_1598_150.jpg,actions\action_1598_250.jpg,"[1197.2781982421875, 662.740478515625, 1322.9725341796875, 1154.6453857421875]","[1197.8265380859375, 676.4270629882812, 1369.6302490234375, 1156.7587890625]","[1522.12939453125, 534.8566284179688, 1619.1484375, 831.3480834960938]","[1618.1099853515625, 461.4222106933594, 1680.3092041015625, 687.6945190429688]",1.0,1,1,1,1,1,1
1599,2022-05-24 15:14:32,5,5.0,actions\action_1599_0.jpg,actions\action_1599_50.jpg,actions\action_1599_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1600,2022-05-24 15:19:16,5,15.0,actions\action_1600_0.jpg,actions\action_1600_50.jpg,actions\action_1600_150.jpg,actions\action_1600_250.jpg,"[1671.6392822265625, 449.626953125, 1721.2354736328125, 603.411376953125]","[1666.9947509765625, 457.4312744140625, 1721.0064697265625, 639.7244873046875]","[1632.6729736328125, 489.189453125, 1706.7303466796875, 753.3709716796875]","[1501.5762939453125, 569.7340698242188, 1618.6168212890625, 983.4489135742188]",1.0,1,1,1,1,1,1
1601,2022-05-24 15:19:35,5,2.0,actions\action_1601_0.jpg,actions\action_1601_50.jpg,actions\action_1601_150.jpg,actions\action_1601_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1602,2022-05-24 15:19:59,5,12.0,actions\action_1602_0.jpg,actions\action_1602_50.jpg,actions\action_1602_150.jpg,nan,"[1454.3394775390625, 576.30517578125, 1574.6160888671875, 994.369140625]","[1532.208984375, 536.9066162109375, 1637.057373046875, 837.6533203125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.5,0,0,0,0,0,-1
1603,2022-05-24 15:20:06,5,3.0,actions\action_1603_0.jpg,actions\action_1603_50.jpg,actions\action_1603_150.jpg,actions\action_1603_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1604,2022-05-24 15:21:25,5,13.0,actions\action_1604_0.jpg,actions\action_1604_50.jpg,actions\action_1604_150.jpg,nan,"[1558.81298828125, 491.43310546875, 1645.2412109375, 760.6248779296875]","[1536.7132568359375, 534.0834350585938, 1629.0054931640625, 854.2914428710938]","[1227.5177001953125, 645.4618530273438, 1339.4158935546875, 1178.748291015625]","[-1, -1, -1, -1]",0.75,0,0,0,0,0,-1
1605,2022-05-24 15:21:34,5,2.0,actions\action_1605_0.jpg,actions\action_1605_50.jpg,actions\action_1605_150.jpg,actions\action_1604_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1606,2022-05-24 15:23:31,6,15.0,actions\action_1606_0.jpg,actions\action_1606_50.jpg,actions\action_1606_150.jpg,actions\action_1605_250.jpg,"[1703.9034423828125, 471.10498046875, 1753.9356689453125, 606.08447265625]","[1673.1717529296875, 478.691650390625, 1722.5872802734375, 625.0496826171875]","[1612.80859375, 502.83428955078125, 1672.4521484375, 692.0175170898438]","[1663.953369140625, 482.4259033203125, 1715.615234375, 634.7353515625]",1.0,0,0,0,0,0,0
1607,2022-05-24 15:23:41,6,3.0,actions\action_1607_0.jpg,actions\action_1607_50.jpg,actions\action_1607_150.jpg,actions\action_1607_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1608,2022-05-24 15:24:35,6,13.0,actions\action_1608_0.jpg,actions\action_1608_50.jpg,actions\action_1608_150.jpg,nan,"[1533.372314453125, 479.6518249511719, 1607.052490234375, 721.2144775390625]","[1568.2508544921875, 505.9544372558594, 1640.7615966796875, 713.6560668945312]","[1652.5767822265625, 479.05584716796875, 1699.1722412109375, 644.7070922851562]","[-1, -1, -1, -1]",0.75,0,0,0,0,0,-1
1609,2022-05-24 15:24:45,6,4.0,actions\action_1609_0.jpg,actions\action_1609_50.jpg,actions\action_1609_150.jpg,actions\action_1609_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1610,2022-05-24 15:25:13,6,14.0,actions\action_1610_0.jpg,actions\action_1610_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,-1
1611,2022-05-24 15:25:34,6,5.0,actions\action_1611_0.jpg,actions\action_1611_50.jpg,actions\action_1611_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1612,2022-05-24 15:26:27,1,14.0,actions\action_1612_0.jpg,actions\action_1612_50.jpg,actions\action_1612_150.jpg,actions\action_1612_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1531.4281005859375, 607.6526489257812, 1631.9886474609375, 835.7492065429688]",0.25,0,0,0,0,0,0
1613,2022-05-24 15:26:41,1,2.0,actions\action_1613_0.jpg,actions\action_1613_50.jpg,actions\action_1613_150.jpg,actions\action_1613_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
